name,description,neighborhood_overview,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price
"Bright, central 1.5 rooms","This central, bright and quiet room is perfect for exploring the city or having a cozy place during your work stay. The rooms overlooking the yard feel like you are far away from all the busy city life, but you are in the midst of it by just stepping out the door.<br />The appartment is shared with Thomas, an easy-going, fun and open-minded person. There is more than enough room to have some alone time but also to be sociable.",,Margareten,48.19537191237139,16.357005784647363,Private room in rental unit,Private room,4,0.5,Shared half-bath,1.0,2.0,"[""Smoke alarm"", ""Fire extinguisher"", ""Wifi"", ""Exercise equipment: free weights, yoga mat"", ""Dedicated workspace"", ""Free washer \u2013 In unit"", ""Host greets you"", ""Carbon monoxide alarm"", ""First aid kit"", ""Kitchen"", ""Lock on bedroom door""]",$45.00
Paid Parking I Quiet Area I Nature I Groups,"Experience peace and comfort in this beautiful hotel room on the outskirts of Vienna!<br /><br /> - Location: Quiet environment far outside the center, with good public access to the city.<br /><br /> - Room: double bed, pull-out sofa bed and sleeping chair – ideal for up to 5 people.<br /><br /> - Amenities:  bathroom with bath,<br /><br /> - Paid breakfast and parking subject to availability.<br /><br />A perfect retreat to combine nature and city flair!","Explore Döbling, Vienna's serene district just beyond the city, easily accessible by public transport. Uncover historic villages with unique charm, strolling through cobblestone streets blending history with modern amenities.<br /><br />Amidst lush vineyards, enjoy panoramic city views and visit traditional Heuriger wine taverns. Döbling seamlessly combines tranquility with city access, providing a perfect blend for a delightful escape near Vienna.",Dbling,48.25036,16.29994,Room in boutique hotel,Private room,5,1.0,1 private bath,1.0,3.0,"[""Smoke alarm"", ""Paid parking lot on premises"", ""Conditioner"", ""Shower gel"", ""Dedicated workspace"", ""Shampoo"", ""Air conditioning"", ""Hair dryer"", ""Room-darkening shades"", ""TV"", ""Wifi"", ""Hot water"", ""Bed linens"", ""Host greets you"", ""Clothing storage"", ""Body soap"", ""Essentials"", ""Carbon monoxide alarm"", ""Heating""]",$51.00
Paid Parking on Premises I Nature I Fast Wifi,"Compositions: 1 Living room, 1 Bedroom, 1 Bathroom <br />Amenities: 1 single bed, 1 TV, 1 Wireless Internet, 1 No Pets Allowed, 1 Smoking not allowed, 1 No parties, 1 Laptop workspace, 1 Paid parking on premises","Explore Döbling, Vienna's serene district just beyond the city, easily accessible by public transport. Uncover historic villages with unique charm, strolling through cobblestone streets blending history with modern amenities.<br /><br />Amidst lush vineyards, enjoy panoramic city views and visit traditional Heuriger wine taverns. Döbling seamlessly combines tranquility with city access, providing a perfect blend for a delightful escape near Vienna.",Dbling,48.25039,16.29826,Room in boutique hotel,Private room,1,,1 private bath,1.0,,"[""Smoke alarm"", ""Room-darkening shades"", ""Wifi"", ""Conditioner"", ""Body soap"", ""Hot water"", ""Shower gel"", ""Essentials"", ""Bed linens"", ""Dedicated workspace"", ""Host greets you"", ""Carbon monoxide alarm"", ""TV"", ""Clothing storage"", ""Heating"", ""Shampoo"", ""Air conditioning"", ""Hair dryer""]",
Apartment in the Metropolis of Art | HG20,"If you stay at this centrally located home, your family has all the important points of contact close by.<br />This approx. 55 square meter apartment has been decorated with a lot of love for stylish details. Our valued guests expect a modern and cozy ambience in a classic old building apartment with high rooms.","And even for all those who are looking for some distance from the hustle and bustle of Vienna, the area around the Hundertwasserhaus offers one of the green oases of Vienna, the Vienna Prater, which is first mentioned in the history books in 1403 and was reserved exclusively for the Kaiserhaus Habsburg for a long time. The amusement""Prater"" - in Viennese original language: Wurstelprater - borders on it.",Landstra§e,48.20963,16.39493,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Smoke alarm"", ""Stove"", ""Coffee maker"", ""Shower gel"", ""Dedicated workspace"", ""Long term stays allowed"", ""Paid parking off premises"", ""Crib"", ""Dishes and silverware"", ""Hot water kettle"", ""Paid parking on premises"", ""Shampoo"", ""Air conditioning"", ""Hair dryer"", ""Self check-in"", ""Iron"", ""Room-darkening shades"", ""Oven"", ""Baking sheet"", ""Wine glasses"", ""Cleaning available during stay"", ""Hangers"", ""TV"", ""Toaster"", ""Wifi"", ""Freezer"", ""Hot water"", ""Bed linens"", ""Clothing storage"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Elevator"", ""Body soap"", ""Essentials"", ""Single level home"", ""Lockbox"", ""Heating"", ""Dishwasher""]",$118.00
2 Full Apt. | 5 BR | Rooftop | AC,"Looking for a big apartment? <br /><br />You're in the right place. <br />Welcome to our Green Dream Apartment and Dry Flower Apartment. Both apartments are in the attic and right next to each other. <br /><br />5 sleeping areas, 3 toilets, 2 kitchens and 2 bathrooms are waiting for you. <br /><br />On just under 150m2 there is enough  space for you and your group!",,Meidling,48.18238,16.32279,Entire rental unit,Entire home/apt,16,3.0,3 baths,5.0,5.0,"[""Smoke alarm"", ""Coffee maker: Nespresso"", ""Stove"", ""Coffee"", ""Outdoor dining area"", ""Cleaning products"", ""Shower gel"", ""Dedicated workspace"", ""Backyard"", ""Bathtub"", ""Long term stays allowed"", ""Paid parking off premises"", ""Crib"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Shampoo"", ""Hair dryer"", ""Fire extinguisher"", ""Iron"", ""Room-darkening shades"", ""Books and reading material"", ""Oven"", ""Cooking basics"", ""Patio or balcony"", ""Baking sheet"", ""Luggage dropoff allowed"", ""Wine glasses"", ""High chair"", ""Hangers"", ""TV"", ""Outdoor playground"", ""Toaster"", ""Washer"", ""Wifi"", ""Freezer"", ""Hot water"", ""Bed linens"", ""First aid kit"", ""Clothing storage"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Mini fridge"", ""Elevator"", ""Portable fans"", ""Body soap"", ""Extra pillows and blankets"", ""Blender"", ""Drying rack for clothing"", ""Essentials"", ""Single level home"", ""Lockbox"", ""Carbon monoxide alarm"", ""Heating"", ""Dishwasher""]",$412.00
Modern Minimalistic apartment near Stadthalle,"Welcome to your comfy home away from home in Vienna! This bright, modern 1st-floor apartment has everything you need—fast Wi-Fi, smart TV, a fully equipped kitchen, bathroom with walk-in shower.<br /><br />Located in a quiet neighborhood with easy access to public transport: bus, tram, and U-Bahn are all just minutes away. Great for sightseeing or exploring local spots.<br /><br /><br /><br />🚫 No smoking, pets, or parties<br /><br />🕛 Check-out by 12 PM<br /><br />🔑 Easy self check-in with key safe",,Ottakring,48.20528908359561,16.327573585755978,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Coffee maker: Nespresso"", ""Conditioner"", ""Cleaning products"", ""Shower gel"", ""Dedicated workspace"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Shampoo"", ""Hair dryer"", ""Room-darkening shades"", ""Cooking basics"", ""Hangers"", ""TV"", ""Washer"", ""Wifi"", ""Window guards"", ""Hot water"", ""Bed linens"", ""First aid kit"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Exterior security cameras on property"", ""Body soap"", ""Other induction stove"", ""Drying rack for clothing"", ""Essentials"", ""Lockbox"", ""Clothing storage: wardrobe"", ""Radiant heating""]",$45.00
Kreative Wohnung mit Balkon,"Involve contactless: your<br />smartphone becomes a key! With our NUKI app you can conveniently open and close your apartment.<br />The apartment is fully equipped: from the coffee maker, bed linen to the hair dryer & towels everything is available!<br />You can relax and enjoy the first morning coffee from Apar1Ments!<br /><br />Pets allowed!<br /><br />Room layout:<br />Anteroom: 5.9 m²<br />Bathroom: 3.2 m2<br />Bedroom: 10.9 m2<br />Living-dining area & kitchen:17.5m2<br />Balcony: 5.4 sqm<br /><br />Total area: 37.46 m2",,Liesing,48.14316,16.31184,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Smoke alarm"", ""Washer"", ""Central heating"", ""Wifi"", ""Outdoor dining area"", ""Essentials"", ""Dryer"", ""Dedicated workspace"", ""Smart lock"", ""Pets allowed"", ""Dishes and silverware"", ""Self check-in"", ""Kitchen"", ""TV"", ""Air conditioning"", ""Hair dryer""]",$86.00
Garden I Parking I 5 min to Shopping Center,Discover Vienna's Best!<br /><br />✴ Just a few minutes from the enchanting Danube.<br /><br />✴ Direct access to the U1 subway line for city-wide adventures.<br /><br />✴ Effortless journey to famous sights like St. Stephen's Cathedral.<br /><br />✴ A quiet oasis in the middle of the busy city.<br /><br />✴ Quiet location for a relaxing stay.<br /><br />✴ Soak into local culture with nearby cafes and restaurants.<br /><br />✴ Treat yourself to Vienna's culinary delights right at your doorstep.,"Explore the vibrant neighborhood near the Danube River in Vienna, where cool experiences await. Indulge in diverse culinary delights at trendy cafes and restaurants. Discover unique finds at nearby shopping districts and immerse yourself in the lively atmosphere of local markets. Take a leisurely stroll along the picturesque Danube River, or explore cultural gems like the Donauturm. Whether it's trendy eateries, shopping havens, or scenic views, this neighborhood offers an exciting and memorable experience in Vienna.",Donaustadt,48.2455,16.43971,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Smoke alarm"", ""Coffee"", ""Stove"", ""Pack \u2019n play/Travel crib"", ""Conditioner"", ""Coffee maker"", ""Cleaning products"", ""Shower gel"", ""Dedicated workspace"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Shampoo"", ""Hair dryer"", ""Room-darkening shades"", ""Oven"", ""Cooking basics"", ""Patio or balcony"", ""Microwave"", ""Outdoor furniture"", ""TV"", ""Toaster"", ""Wifi"", ""Hot water"", ""Bed linens"", ""Paid parking on premises \u2013 1 space"", ""Clothing storage"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Body soap"", ""Essentials"", ""Smart lock"", ""Carbon monoxide alarm"", ""Heating"", ""Dishwasher""]",$53.00
Balcony I Paid Parking I 5min to Shopping Center,Discover Vienna's Best!<br /><br />✴ Just a few minutes from the enchanting Danube.<br /><br />✴ Direct access to the U1 subway line for city-wide adventures.<br /><br />✴ Effortless journey to famous sights like St. Stephen's Cathedral.<br /><br />✴ A quiet oasis in the middle of the busy city.<br /><br />✴ Quiet location for a relaxing stay.<br /><br />✴ Soak into local culture with nearby cafes and restaurants.<br /><br />✴ Treat yourself to Vienna's culinary delights right at your doorstep.,"Explore the vibrant neighborhood near the Danube River in Vienna, where cool experiences await. Indulge in diverse culinary delights at trendy cafes and restaurants. Discover unique finds at nearby shopping districts and immerse yourself in the lively atmosphere of local markets. Take a leisurely stroll along the picturesque Danube River, or explore cultural gems like the Donauturm. Whether it's trendy eateries, shopping havens, or scenic views, this neighborhood offers an exciting and memorable experience in Vienna.",Donaustadt,48.2456830942863,16.440727612031086,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Smoke alarm"", ""Coffee"", ""Stove"", ""Pack \u2019n play/Travel crib"", ""Conditioner"", ""Coffee maker"", ""Cleaning products"", ""Shower gel"", ""Dedicated workspace"", ""Crib"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Shampoo"", ""Hair dryer"", ""Iron"", ""Room-darkening shades"", ""Oven"", ""Cooking basics"", ""Private patio or balcony"", ""Wine glasses"", ""High chair"", ""TV"", ""Toaster"", ""Washer"", ""Wifi"", ""Hot water"", ""Bed linens"", ""Paid parking on premises \u2013 1 space"", ""Clothing storage"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Elevator"", ""Body soap"", ""Essentials"", ""Lockbox"", ""Carbon monoxide alarm"", ""Heating"", ""Dishwasher""]",$55.00
9 min to Center - Luxury Airconditioned w/ Balcony,"This 70 m² apartment with a bedroom and living room offers a modern, cozy stay for up to 6 guests in Vienna’s 10th district, just steps from Reumannplatz. A perfect choice for couples, families, or friends looking to explore the city.<br /><br />We offer EXCLUSIVELY:<br /><br />✔ Self Check-in<br />✔ Air conditioning<br />✔ High speed WI-FI <br />✔ Smart TV, Netflix<br />✔ Cozy pillows and beds<br />✔ Fully equipped kitchen<br />✔ Private bathroom<br />✔ Ensuite laundry<br />✔ Quality toiletries<br />✔ Affordable parking<br />✔ €2 per booking for charity","In this cozy apartment in Vienna's 10th district, you can easily reach some of the city's most famous attractions. Highlights include:<br /><br />✔ Eissalon TICHY - one of Vienna's most famous and best rated ice cream shops.<br />✔ Generali Arena (7 min w/ car)<br />✔ Böhmischer Prater (7 min w/car)<br />✔ Therme Wien Oberlaa - thermal baths <br />✔ Columbus Center Mall<br />✔ Heeresgeschichtliches Museum<br />✔ Belvedere 21 Museum<br /><br />The apartment is conveniently located near public transportation, providing quick and easy access to key places and attractions in Vienna.",Favoriten,48.17305,16.38013,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,4.0,"[""Smoke alarm"", ""Stove"", ""Coffee maker"", ""Shower gel"", ""Dedicated workspace"", ""Bathtub"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Shampoo"", ""Air conditioning"", ""Hair dryer"", ""Fire extinguisher"", ""Room-darkening shades"", ""Oven"", ""43 inch HDTV with Netflix"", ""Free washer \u2013 In unit"", ""Baking sheet"", ""Microwave"", ""Private patio or balcony"", ""Hangers"", ""Toaster"", ""Wifi"", ""Freezer"", ""Hot water"", ""Bed linens"", ""Clothing storage"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Elevator"", ""Body soap"", ""Free parking garage on premises \u2013 1 space"", ""Drying rack for clothing"", ""Essentials"", ""Single level home"", ""Lockbox"", ""Heating"", ""EV charger""]",$170.00
Paid Parking I 2 BR. Apartment w/Balcony,"✶Peaceful Haven: Discover the serenity in Vienna's 21st district, your ideal retreat.<br /><br />✶Comfort on your doorstep: Within walking distance you can reach the Floridsdorf Clinic, shops and restaurants that effortlessly satisfy your daily needs.<br /><br />✶Traffic facilitation: The bus station around the corner ensures seamless travel connections.<br /><br />✶Generous comfort: With one bedroom and one sofa, our apartment can accommodate up to 4 people.",,Floridsdorf,48.2751758612166,16.406094802819325,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Smoke alarm"", ""Coffee"", ""Stove"", ""Outdoor dining area"", ""Coffee maker"", ""Cleaning products"", ""Shower gel"", ""Dedicated workspace"", ""Crib"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Shampoo"", ""Hair dryer"", ""Iron"", ""Room-darkening shades"", ""Oven"", ""Cooking basics"", ""Patio or balcony"", ""Baking sheet"", ""Wine glasses"", ""High chair"", ""TV"", ""Wifi"", ""Hot water"", ""Bed linens"", ""Clothing storage"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Elevator"", ""Body soap"", ""Essentials"", ""Lockbox"", ""Carbon monoxide alarm"", ""Heating"", ""Dishwasher""]",$49.00
Paid Parking I Terrasse I 1 min to Grocery Store,"✶Peaceful Haven: Discover the serenity in Vienna's 21st district, your ideal retreat.<br /><br />✶Comfort on your doorstep: Within walking distance you can reach the Floridsdorf Clinic, shops and restaurants that effortlessly satisfy your daily needs.<br /><br />✶Traffic facilitation: The bus station around the corner ensures seamless travel connections.<br /><br />✶Generous comfort: With one bedroom and one sofa, our apartment can accommodate up to 4 people.",,Floridsdorf,48.276888806719086,16.406829752007045,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Smoke alarm"", ""Coffee"", ""Stove"", ""Coffee maker"", ""Shower gel"", ""Dedicated workspace"", ""Crib"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Shampoo"", ""Hair dryer"", ""Iron"", ""Oven"", ""Cooking basics"", ""Wine glasses"", ""High chair"", ""TV"", ""Washer"", ""Wifi"", ""Hot water"", ""Bed linens"", ""Paid parking on premises \u2013 1 space"", ""Refrigerator"", ""Kitchen"", ""Elevator"", ""Body soap"", ""Essentials"", ""Lockbox"", ""Carbon monoxide alarm"", ""Heating""]",$49.00
Wohntraum mit drei Zimmer,"5-minute walk from the Danube and nature, easy access to public transport<br />Balcony equipped with dining table and lounge.<br />Living room equipped with dining table, TV and sofa of 3.<br />Large bedroom with double bed, dressing table and dresser. <br />Fully equipped kitchen, bathroom with bath and washing machine. Toilet extra <br />room with closets, inflatable bed and desk.<br />Wi-Fi, non-smoking household <br />dogs and children are welcome.",,Leopoldstadt,48.23176833064064,16.394760175004592,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,1.0,"[""Central heating"", ""Wifi"", ""Outdoor dining area"", ""Hot water"", ""Kitchen"", ""Cleaning products"", ""Free washer \u2013 In unit"", ""Essentials"", ""Bed linens"", ""Bathtub"", ""Pets allowed"", ""Host greets you"", ""Clothing storage: wardrobe and dresser"", ""Hangers"", ""Shampoo"", ""Hair dryer""]",$81.00
Privat Apartment near Wien central Hauptbahnhof 4p,"This apartment comprises 1 bedroom, a kitchen and 1 bathroom with a shower and a hairdryer. In the well-equipped kitchen, guests will find a stovetop, a refrigerator, an oven and an electric kettle. The apartment provides soundproof walls and city views. The unit offers 2 beds",,Favoriten,48.1777908,16.3734536,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Conditioner"", ""Bidet"", ""Shower gel"", ""Ceiling fan"", ""Dishes and silverware"", ""Self check-in"", ""Paid parking on premises"", ""Shampoo"", ""Hair dryer"", ""Fire extinguisher"", ""Oven"", ""Wifi"", ""Freezer"", ""Hot water"", ""Other stove"", ""Bed linens"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Body soap"", ""Outdoor shower"", ""Lockbox"", ""Heating""]",$129.00
Stilvolle Wohnung mit Schickem Flair | 5 Personen,"Cozy 1-room apartment for up to 5 people. The room includes a living area with sofa, a double bedroom and an additional folding bed. There is a full kitchen and bathroom. The apartment is close to public transport, supermarkets, restaurants, cafes, bars and the Ottakringer Brewery. Ideal for families or groups looking for a comfortable and practical stay in Vienna!",,Hernals,48.21459991278941,16.334292478859425,Entire rental unit,Entire home/apt,5,1.0,1 bath,1.0,4.0,"[""Stove"", ""Dedicated workspace"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Hair dryer"", ""Iron"", ""Central heating"", ""Oven"", ""Cooking basics"", ""Coffee maker: pour-over coffee"", ""Baking sheet"", ""Hangers"", ""TV"", ""Wifi"", ""Paid street parking off premises"", ""Hot water"", ""First aid kit"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Body soap"", ""Drying rack for clothing"", ""Essentials"", ""Lockbox"", ""Clothing storage: wardrobe"", ""EV charger""]",$92.00
"By Metro, centr station & shopping street. 1month+","Very quiet & peaceful flat, walking distance to central station & Metro U1<br /><br />Location<br />✦City Center 10 min<br />✦Metro & Central Station in walking distance<br />✦Right by Favoritenstrasse Shopping Street<br />✦Direct Airport Access, 20min railjet<br />✦All (inter-)national train connections<br /><br />Flat<br />✦Double Bed<br />✦sofa-bed<br />✦VERY quiet<br />✦Kitchen with dishwasher, Nespresso- & Coffee machine, etc.<br />✦3rd floor, no elevator<br />✦Very high ceilings, classic Viennese<br />✦Smart TV - Netflix, Amazon, etc<br />✦SAFE AREA<br /><br />✦BEST WIFI - 500mbit",,Favoriten,48.18055830825298,16.36793109901121,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,2.0,"[""Coffee"", ""Coffee maker: Nespresso"", ""Stove"", ""Conditioner"", ""Cleaning products"", ""Shower gel"", ""Dryer"", ""Dedicated workspace"", ""Long term stays allowed"", ""Fast wifi \u2013 553 Mbps"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Shampoo"", ""Hair dryer"", ""Iron"", ""Room-darkening shades"", ""Books and reading material"", ""Private entrance"", ""Cooking basics"", ""Patio or balcony"", ""Laundromat nearby"", ""Microwave"", ""Outdoor furniture"", ""Wine glasses"", ""Hangers"", ""TV"", ""Toaster"", ""Washer"", ""Freezer"", ""Hot water"", ""Bed linens"", ""Clothing storage"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Portable fans"", ""Body soap"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Essentials"", ""Lockbox"", ""Heating"", ""Dishwasher""]",$60.00
"Blueground | Leopoldstadt, elevator, furnished","Discover the best of Vienna, with this two bedroom apartment in Leopoldstadt. with views over the city. It’ll be easy to simply show up and start living in this beautifully Blueground furnished apartment with its fully-equipped kitchen, bright living room, and our dedicated, on-the-ground support. (ID #VIE364)","Leopoldstadt is the 2nd District of Vienna, separated from the city by the Danube Canal. Trendy beach bars and quirky cafes line the canal, making it an ever-popular hangout in the summer months. Leopoldstadt is also known for its large Karmelitermarkt kosher food stalls, which are the traditional hub of the hip Jewish culinary scene in the area. Its abundant offerings draw crowds each year, flocking to this unique and eclectic space. The area is also well known for the iconic Riesenrad Ferris Wheel, which overlooks the Wurstelprater amusement park. Though less opulent than its 1st District counterpart, Leopoldstadt is hailed for its walkable vibe and surrounding green spaces.",Leopoldstadt,48.2196322,16.4103324,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,2.0,2.0,"[""Long term stays allowed"", ""Crib"", ""Self check-in"", ""Shampoo"", ""Hair dryer"", ""Iron"", ""Washer \u2013\u00a0In unit"", ""Private entrance"", ""Oven"", ""Cooking basics"", ""Microwave"", ""High chair"", ""Hangers"", ""TV"", ""Wifi"", ""Hot water"", ""Bed linens"", ""Refrigerator"", ""Kitchen"", ""Elevator"", ""Essentials"", ""Lockbox"", ""Heating"", ""Dishwasher""]",$127.00
"Blueground | Leopoldstadt, completely furnished","Show up and start living from day one in Vienna with this sophisticated two bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully-equipped Leopoldstadt home with stunning views over the city. (ID #VIE367)","Leopoldstadt is the 2nd District of Vienna, separated from the city by the Danube Canal. Trendy beach bars and quirky cafes line the canal, making it an ever-popular hangout in the summer months. Leopoldstadt is also known for its large Karmelitermarkt kosher food stalls, which are the traditional hub of the hip Jewish culinary scene in the area. Its abundant offerings draw crowds each year, flocking to this unique and eclectic space. The area is also well known for the iconic Riesenrad Ferris Wheel, which overlooks the Wurstelprater amusement park. Though less opulent than its 1st District counterpart, Leopoldstadt is hailed for its walkable vibe and surrounding green spaces.",Leopoldstadt,48.2238,16.38402,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,2.0,2.0,"[""Long term stays allowed"", ""Crib"", ""Self check-in"", ""Shampoo"", ""Hair dryer"", ""Iron"", ""Washer \u2013\u00a0In unit"", ""Private entrance"", ""Oven"", ""Cooking basics"", ""Microwave"", ""High chair"", ""Hangers"", ""TV"", ""Wifi"", ""Hot water"", ""Bed linens"", ""Refrigerator"", ""Kitchen"", ""Essentials"", ""Lockbox"", ""Heating"", ""Dishwasher""]",$178.00
"Blueground | Leopoldstadt, furnished, full kitchen","Feel at home wherever you choose to live with Blueground. You’ll love this pretty Leopoldstadt furnished two bedroom apartment with its modern decor, fully equipped kitchen, and cheery living room with great views. Ideally located, you’re close to all the best that Vienna has to offer! (ID #VIE368)","Leopoldstadt is the 2nd District of Vienna, separated from the city by the Danube Canal. Trendy beach bars and quirky cafes line the canal, making it an ever-popular hangout in the summer months. Leopoldstadt is also known for its large Karmelitermarkt kosher food stalls, which are the traditional hub of the hip Jewish culinary scene in the area. Its abundant offerings draw crowds each year, flocking to this unique and eclectic space. The area is also well known for the iconic Riesenrad Ferris Wheel, which overlooks the Wurstelprater amusement park. Though less opulent than its 1st District counterpart, Leopoldstadt is hailed for its walkable vibe and surrounding green spaces.",Leopoldstadt,48.2237972,16.3840149,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,2.0,2.0,"[""Long term stays allowed"", ""Crib"", ""Self check-in"", ""Shampoo"", ""Hair dryer"", ""Iron"", ""Washer \u2013\u00a0In unit"", ""Private entrance"", ""Oven"", ""Cooking basics"", ""Microwave"", ""High chair"", ""Hangers"", ""TV"", ""Wifi"", ""Hot water"", ""Bed linens"", ""Refrigerator"", ""Kitchen"", ""Essentials"", ""Lockbox"", ""Heating"", ""Dishwasher""]",$157.00
Parkview Room in Women Only Flat - close to center,"The room has a direct view of the Augarten in one of the most beautiful areas of Vienna directly behind the park. The room is in all-women flat. The room has space for 2 with a spacious bed and couch.<br /><br />The room is furnished and has two windows with lots of sunlight with a direct view of the Augarten.<br /><br />The flat is shared with 2 female roommates. <br /><br />The apartment has a shared kitchen, a dining room with a view of the Augarten, small Foyer, and bathroom with a bathtub + washing machine.",,Leopoldstadt,48.2234686,16.3814833,Private room in rental unit,Private room,1,,1.5 shared baths,,,"[""Washer"", ""Wifi"", ""Kitchen"", ""Paid parking on premises"", ""Lock on bedroom door""]",
120qm Maisonette-Dachgeschosswohnung in top Lage,"Welcome to Yppenplatz and Europe's largest market: the fountain market! Our newly renovated, tastefully decorated and designed gallery apartment shines with lots of daylight, due to the many windows and the practical south-west location. The house has an elevator that takes you comfortably to the upper two floors; your refuge during your stay. And if you get sick, then Vienna's best general practitioner is directly on the 3rd floor.",,Ottakring,48.21240020246218,16.338054230718996,Entire rental unit,Entire home/apt,4,,3 baths,1.0,,"[""Smoke alarm"", ""Washer"", ""Wifi"", ""Outdoor dining area"", ""Dedicated workspace"", ""Smoking allowed"", ""Pets allowed"", ""BBQ grill"", ""First aid kit"", ""Kitchen"", ""TV"", ""Air conditioning""]",
"Danube City Lodge, 4p, uptown, A/C","“Danube City Lodge.” New from 2024, upscale amenities, 45 m², 2nd floor with elevator. Two stops from UNO and Donaucity, 15 minutes' walk to the Old Danube to the water, 20 minutes to the city. Living room with 1.6 m box spring sofa bed, smart TV 60+ Ch., bedroom with 1.8 m box spring bed and workstation, large, fully equipped kitchen, bathroom with tub, toilet separate, SW balcony facing the garden, underfloor heating, fully air-conditioned, fiber optic Internet, shutters, washing machine, shopping",,Donaustadt,48.23309,16.44861,Entire rental unit,Entire home/apt,4,2.0,2 baths,1.0,2.0,"[""Smoke alarm"", ""Coffee maker: Nespresso"", ""Coffee"", ""Outdoor dining area"", ""Cleaning products"", ""Shower gel"", ""Dedicated workspace"", ""Stainless steel oven"", ""Bathtub"", ""Long term stays allowed"", ""Standalone high chair - available upon request"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Shampoo"", ""Lake access"", ""Hair dryer"", ""Board games"", ""Iron"", ""Room-darkening shades"", ""Books and reading material"", ""Central air conditioning"", ""Central heating"", ""Cooking basics"", ""Baking sheet"", ""Microwave"", ""Private patio or balcony"", ""Outdoor furniture"", ""Wine glasses"", ""Hangers"", ""TV"", ""Toaster"", ""Washer"", ""Crib - available upon request"", ""Wifi"", ""Freezer"", ""Paid street parking off premises"", ""Hot water"", ""Bed linens"", ""First aid kit"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Elevator"", ""Body soap"", ""Electric stove"", ""Drying rack for clothing"", ""Ethernet connection"", ""Essentials"", ""Single level home"", ""Lockbox"", ""Carbon monoxide alarm"", ""Clothing storage: wardrobe"", ""Dishwasher"", ""Pack \u2019n play/Travel crib - available upon request""]",$110.00
